TIME,GEO,AIRPOL,AIRSECT,Value
2012,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"155,018"
2012,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"12,648"
2012,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"380,997"
2012,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"40,626"
2012,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"25,310"
2012,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"150,881"
2012,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"409,294"
2012,France,Sulphur oxides,Total sectors of emissions for the national territory,"227,761"
2012,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"25,432"
2012,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"176,872"
2012,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"16,222"
2012,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"4,450"
2012,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"20,632"
2012,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,463"
2012,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"31,793"
2012,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"7,738"
2012,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"33,721"
2012,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"15,065"
2012,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"793,989"
2012,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"59,522"
2012,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"257,679"
2012,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"10,842"
2012,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"61,787"
2012,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"51,434"
2012,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"25,242"
2012,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"438,981"
2012,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"83,677"
2012,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,25
2012,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"17,303"
2012,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"8,957"
2012,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,716,000"
2013,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"44,653"
2013,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"195,832"
2013,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"138,970"
2013,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"12,991"
2013,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"372,795"
2013,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"36,528"
2013,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"25,404"
2013,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"140,809"
2013,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"261,423"
2013,France,Sulphur oxides,Total sectors of emissions for the national territory,"200,444"
2013,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"17,129"
2013,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"145,490"
2013,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"13,756"
2013,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"3,935"
2013,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"18,811"
2013,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,525"
2013,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"31,253"
2013,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"5,028"
2013,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"29,546"
2013,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"14,941"
2013,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"759,151"
2013,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"54,340"
2013,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"202,760"
2013,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"11,590"
2013,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"56,971"
2013,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"47,375"
2013,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"23,199"
2013,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"379,525"
2013,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"70,914"
2013,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,25
2013,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"16,733"
2013,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"8,710"
2013,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"1,944,000"
2014,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"42,416"
2014,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"188,937"
2014,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"126,780"
2014,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"11,272"
2014,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"356,850"
2014,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"40,835"
2014,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"19,383"
2014,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"138,142"
2014,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"257,290"
2014,France,Sulphur oxides,Total sectors of emissions for the national territory,"160,181"
2014,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"14,045"
2014,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"130,787"
2014,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"16,936"
2014,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"3,906"
2014,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"16,887"
2014,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,546"
2014,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"27,535"
2014,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"4,645"
2014,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"29,125"
2014,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"14,778"
2014,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"714,593"
2014,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"48,207"
2014,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"175,796"
2014,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"8,816"
2014,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"48,625"
2014,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"43,174"
2014,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"20,722"
2014,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"305,351"
2014,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"64,416"
2014,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,19
2014,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"16,493"
2014,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"7,909"
2014,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,148,000"
2015,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"42,637"
2015,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"142,060"
2015,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"123,154"
2015,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"10,827"
2015,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"351,768"
2015,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"31,807"
2015,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"17,633"
2015,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"119,702"
2015,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"273,285"
2015,France,Sulphur oxides,Total sectors of emissions for the national territory,"152,552"
2015,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"15,142"
2015,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"123,111"
2015,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"13,154"
2015,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"3,660"
2015,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"18,232"
2015,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,258"
2015,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"24,107"
2015,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"3,329"
2015,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"30,290"
2015,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"14,902"
2015,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"690,260"
2015,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"49,713"
2015,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"151,866"
2015,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"5,465"
2015,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"71,423"
2015,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"42,060"
2015,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"19,215"
2015,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"236,115"
2015,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"56,311"
2015,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,20
2015,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"16,335"
2015,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"6,758"
2015,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"1,939,000"
